Investiga;Id;Moneda;Precio;Unidades vendidas;Venta Diaria Promedio;IdSeller;Nickname;Stock;Exposicion;T. Oficial;Condición;Cuotas;Envío Gratis;Días publicados;Reputación;Ubicación;Envío Flex;Envío Full
Va Y Viene (maldón) - El Perro Verde ;MLA1105145521;ARS;3330;3;50;79963725;ELPERROVERDEJUEGOS;2;Clásica; ;Nuevo;12;No;194;Platinum;Capital Federal;No;No
El Tiburon Juego De Mesa De Animales Infantil Maldon Edu;MLA907723629;ARS;2700;5;30;170287361;EDUCANDOJUGUETERIA;8;Clásica;Educando;Nuevo;12;No;421;Platinum;Capital Federal;Si;No
Shiki Juego De Mesa Original Maldon;MLA907317694;ARS;1059;5;40;141258544;APIOVERDE OFICIAL;4;Clásica;Apioverde;Nuevo;12;No;425;Platinum;Capital Federal;Si;No
Aventureros Al Tren - Ticket To Ride - Juego Familiar;MLA928499337;ARS;10750;50;3300;29693465;JUEGOSMALDON;31;Clásica;Maldon;Nuevo;12;Si;274;Platinum;Capital Federal;Si;Si
Robots Juego De Mesa Estrategia Maldón;MLA924311460;ARS;3015;5;70;162289595;BICHOCANASTOLIBRERIA;2;Clásica; ;Nuevo;12;No;303;Platinum;Capital Federal;Si;No
El Cinefilo Juego De Mesa Original Maldon;MLA735248514;ARS;4550;25;90;207283579;AL.CUADRADO;5;Clásica; ;Nuevo;12;Si;1373;Platinum;Capital Federal;Si;No
Combo Juegos De Mesa El Erudito + Shiki + Señor Dix -maldon ;MLA1113003164;ARS;7106;1;50;923694;.MAGIC4EVER;1998;Clásica; ;Nuevo;12;Si;139;Platinum;Capital Federal;Si;No
Flamencos Juego De Mesa Infantil Memoria Velocidad Maldón;MLA1118347360;ARS;3330;5;280;178146766;ADVENTURAMA;7;Clásica; ;Nuevo;12;No;92;Platinum;GBA;Si;No
Juego De Mesa El Erudito Maldón;MLA930073064;ARS;5499;5;100;147924600;LIBRERIAURSULA;994;Clásica; ;Nuevo;12;Si;261;Platinum;Capital Federal;No;No
Juego De Mesa El Melómano Maldon Microcentro Lelab;MLA615442003;ARS;4799;200;520;45691061;STORELELABSKYLIGHT;1;Clásica; ;Nuevo;12;Si;2192;Platinum;Capital Federal;Si;No
Combo Juego Shiki + El Pasajero + Valdes + Sr Dix De Maldon ;MLA1120668464;ARS;4028;5;280;923694;.MAGIC4EVER;1993;Clásica; ;Nuevo;12;Si;71;Platinum;Capital Federal;Si;No
El Tiburón Juego De Mesa Infantil Maldón Para Niños Isol;MLA901448458;ARS;2640;5;110;178146766;ADVENTURAMA;9;Clásica; ;Nuevo;12;No;475;Platinum;GBA;Si;No
Juego De Mesa El Señor Dix Maldon En Casa Valente;MLA869148575;ARS;1299;5;10;171098887;CASA VALENTE;3;Premium; ;Nuevo;6;No;625;Platinum;Capital Federal;Si;No
Pescadores Juego De Mesa Maldón;MLA885971027;ARS;3330;25;250;187104263;GIRODIDACTICO.CABALLITOPALERMO;7;Premium; ;Nuevo;6;No;524;Platinum;Capital Federal;Si;Si
Combo Maldón El Ilustrado + El Camarero Juegos Nacionales;MLA786228565;ARS;8690;25;300;178146766;ADVENTURAMA;7;Clásica; ;Nuevo;12;Si;1059;Platinum;GBA;Si;No
Yogi Maldon Juego De Mesa Cartas Divertido Familia Amigos;MLA1109390875;ARS;3603;3;60;275173074;BICHO OFF;10;Premium; ;Nuevo;6;No;166;Platinum;Capital Federal;Si;No
El Memorioso Juego De Mesa Maldon Ploppy 581102;MLA604473997;ARS;4730;5;10;69877047;JUGUETERIA_PLOPPY;4;Clásica; ;Nuevo;12;Si;2251;Platinum;Capital Federal;Si;No
Combo Juego De Mesa Valdes + Flamencos De Maldon Magic4ever;MLA1120624763;ARS;4170;3;170;923694;.MAGIC4EVER;2995;Clásica; ;Nuevo;12;Si;71;Platinum;Capital Federal;Si;No
Panic Lab Juego De Mesa Para Chicos De Maldón ;MLA885971566;ARS;3550;5;150;187104263;GIRODIDACTICO.CABALLITOPALERMO;13;Premium; ;Nuevo;6;No;524;Platinum;Capital Federal;Si;Si
Va Y Viene Juego De Mesa Familiar Party Game De Dados Maldón;MLA928746413;ARS;3330;25;420;187104263;GIRODIDACTICO.CABALLITOPALERMO;13;Premium; ;Nuevo;6;No;272;Platinum;Capital Federal;Si;Si
Juego De Mesa - El Cinéfilo Art. 1601 Maldon.!!;MLA905959948;ARS;4730;4;40;430296783;SOÑAR JUGANDO;2;Clásica; ;Nuevo;12;Si;434;3;Capital Federal;Si;No
Juego De Mesa El Erudito Original Maldon 9001;MLA828012389;ARS;5399;5;110;164600480;CITYKIDS OFICIAL;1;Clásica;Citykids;Nuevo;12;Si;859;Platinum;Capital Federal;Si;No
El Melomano Juego De Mesa Maldon;MLA919131965;ARS;4590;4;50;184777239;CACHAVACHA JUGUETERIAS;11;Clásica;Juguetería Cachavacha;Nuevo;12;Si;337;Platinum;Interior;No;No
El Camarero (maldón) - El Perro Verde ;MLA1105090833;ARS;3330;5;130;79963725;ELPERROVERDEJUEGOS;3;Clásica; ;Nuevo;12;No;194;Platinum;Capital Federal;No;No
El Cinefilo - Andres Miguens;MLA728134886;ARS;4730;3;10;156413223;CROSSOVER COMICS;1;Clásica;Crossover Comics Store;Nuevo;12;Si;1407;Platinum;Interior;No;No
Juego De Mesa Cartas Valdes Avistaje De Animales Orig Maldon;MLA1122034873;ARS;1060;4;60;148114094;MUNDO MANIAS;14;Clásica; ;Nuevo;12;No;62;Platinum;Capital Federal;Si;No
Juego De Mesa El Ilustrado Maldon;MLA806314939;ARS;5800;5;40;59529245;DULCESJUGUETES1;1;Clásica; ;Nuevo;12;Si;974;Gold;GBA;Si;No
Juego De Mesa Lucky Numbers Maldon;MLA1103457700;ARS;3550;5;330;187104263;GIRODIDACTICO.CABALLITOPALERMO;13;Premium; ;Nuevo;6;No;203;Platinum;Capital Federal;Si;Si
Juego De Mesa El Macanudo Original Maldon;MLA927201095;ARS;5360;3;50;137081041;ELMUNDODELJUG;6;Clásica;El Mundo del Juguete;Nuevo;12;Si;284;Platinum;Capital Federal;Si;No
Valdés (maldón) - El Pe;MLA1116447390;ARS;920;4;30;79963725;ELPERROVERDEJUEGOS;5;Clásica; ;Nuevo;12;No;109;Platinum;Capital Federal;No;No
Just One - Cooperativo - El Perro Verde Juegos De Mesa;MLA1114546607;ARS;6500;4;200;79963725;ELPERROVERDEJUEGOS;4;Clásica; ;Nuevo;12;Si;125;Platinum;Capital Federal;No;No
Juego De Mesa La Macarena De Maldon Casa Valente;MLA869145001;ARS;3199;5;40;171098887;CASA VALENTE;1;Clásica; ;Nuevo;12;No;625;Platinum;Capital Federal;Si;No
Juego De Mesa El Ilustrado;MLA850484107;ARS;5360;25;350;203197985;SANTACLAUS JUGUETERIAS;20;Clásica;Jugueterias Santa Claus;Nuevo;12;Si;716;Platinum;GBA;Si;No
Juego De Mesa Robots De Maldón;MLA908304190;ARS;3330;5;130;187104263;GIRODIDACTICO.CABALLITOPALERMO;7;Premium; ;Nuevo;6;No;417;Platinum;Capital Federal;Si;Si
Juego De Mesa El Switcher Original Maldon Mundo Manias;MLA858218411;ARS;3550;25;180;148114094;MUNDO MANIAS;7;Clásica; ;Nuevo;12;No;680;Platinum;Capital Federal;Si;No
El Tiburón Maldón Juego De Mesa Para Los Más Chicos;MLA922195242;ARS;2400;25;210;162289595;BICHOCANASTOLIBRERIA;2;Clásica; ;Nuevo;12;No;317;Platinum;Capital Federal;Si;No
Juego De Mesa Shiki Original Maldon;MLA927201099;ARS;1060;25;90;137081041;ELMUNDODELJUG;37;Clásica;El Mundo del Juguete;Nuevo;12;No;284;Platinum;Capital Federal;Si;No
Juego De Mesa El Memorioso Original Maldon Mundo Manias;MLA844564214;ARS;4730;25;250;148114094;MUNDO MANIAS;3;Clásica; ;Nuevo;12;Si;749;Platinum;Capital Federal;Si;No
El Cinefilo Juego De Mesa Maldon Scarlet Kids;MLA813283041;ARS;5099;3;10;77770951;SCARLET KIDS;2;Clásica; ;Nuevo;12;Si;943;Platinum;Capital Federal;Si;No
Juego De Mesa El Erudito Maldon En Casa Valente;MLA859628648;ARS;7299;5;200;171098887;CASA VALENTE;1;Premium; ;Nuevo;6;Si;673;Platinum;Capital Federal;Si;No
Juego De Mesa / Rol El Melomano - Maldón;MLA728134944;ARS;4730;2;0;156413223;CROSSOVER COMICS;3;Clásica;Crossover Comics Store;Nuevo;12;Si;1407;Platinum;Interior;No;No
Atenea Juego Mesa Preguntas Cultura General Maldon Lloretoys;MLA902459543;ARS;5250;1;10;92209428;JUGUETES LLORET;1;Clásica; ;Nuevo;12;Si;464;Platinum;GBA;No;No
Combo Maldón El Erudito + El Melómano + El Cinéfilo Juegos;MLA740518954;ARS;14825;5;220;178146766;ADVENTURAMA;4;Clásica; ;Nuevo;12;Si;1344;Platinum;GBA;Si;No
Combo Juegos De Mesa Shiki + Robots - Maldon ;MLA1112924163;ARS;4170;1;30;923694;.MAGIC4EVER;1997;Clásica; ;Nuevo;12;Si;139;Platinum;Capital Federal;Si;No
Robots El Juego Mesa Cartas Maldón Estrategia Reiner Knizia;MLA897922307;ARS;3330;5;50;178146766;ADVENTURAMA;9;Clásica; ;Nuevo;12;No;503;Platinum;GBA;Si;No
El Cinefilo Juego De Mesa Cine Preguntas Maldon Edu;MLA899546357;ARS;4730;4;30;170287361;EDUCANDOJUGUETERIA;8;Clásica;Educando;Nuevo;12;Si;491;Platinum;Capital Federal;Si;No
Illusion Juego Mesa - Maldón;MLA799282696;ARS;3330;5;10;178146766;ADVENTURAMA;4;Clásica; ;Nuevo;12;No;1000;Platinum;GBA;Si;No
Combo Juegos De Mesa  Sr Dix + Shiki + Tiburón - Maldon ;MLA1112853211;ARS;4522;1;30;923694;.MAGIC4EVER;1998;Clásica; ;Nuevo;12;Si;140;Platinum;Capital Federal;Si;No
Combo Juego De Mesa Kontour + Derby De Maldon Magic4ever;MLA1120817549;ARS;6536;1;90;923694;.MAGIC4EVER;1997;Clásica; ;Nuevo;12;Si;70;Platinum;Capital Federal;Si;No
El Camarero Maldón Juego Memoria Adultos Niños Nacional Mozo;MLA729078615;ARS;3330;100;280;178146766;ADVENTURAMA;9;Clásica; ;Nuevo;12;No;1402;Platinum;GBA;Si;No
Juego De Mesa Panic Lab Maldon Casa Valente;MLA1110152504;ARS;3399;4;80;171098887;CASA VALENTE;1;Clásica; ;Nuevo;12;No;160;Platinum;Capital Federal;Si;No
El Ilustrado - Maldon;MLA803506725;ARS;5470;5;100;128411524;KINDERLAND OFICIAL;63;Clásica;Kinderland;Nuevo;12;Si;986;Platinum;GBA;No;No
El Cinefilo Juego De Mesa Amantes Del Cine Maldon Cuotas Bou;MLA915955527;ARS;5635;1;10;298974925;JUGUETERIA BOUTIQUE;1;Premium; ;Nuevo;6;Si;359;Gold;Capital Federal;Si;No
Combo Juegos De Mesa Panic Lab + Shiki - Maldon;MLA1112840032;ARS;4610;4;130;923694;.MAGIC4EVER;2995;Clásica; ;Nuevo;12;Si;140;Platinum;Capital Federal;Si;No
Juego De Mesa Preguntas De Cultura General Atenea De Maldón;MLA919235326;ARS;4730;4;50;478972008;DEMAVISIONCOMERCIALSRL;6;Premium; ;Nuevo;6;Si;336;Platinum;Interior;No;Si
El Pasajero + El Señor Dix Juego Cartas Niños Maldón;MLA832004137;ARS;2120;25;100;178146766;ADVENTURAMA;11;Clásica; ;Nuevo;12;No;831;Platinum;GBA;Si;No
Juego De Mesa Tiburon Original Maldon;MLA927201098;ARS;2640;5;130;137081041;ELMUNDODELJUG;12;Clásica;El Mundo del Juguete;Nuevo;12;No;284;Platinum;Capital Federal;Si;No
Juego De Mesa Cooperativo Party Game Just One Orig Maldon;MLA1122016722;ARS;6330;4;400;148114094;MUNDO MANIAS;2;Clásica; ;Nuevo;12;Si;62;Platinum;Capital Federal;Si;No
Juego El Switcher;MLA919169029;ARS;3060;3;20;436840969;LA FAVJUGUETES;2;Clásica; ;Nuevo;12;No;337;Platinum;Capital Federal;Si;No
Juego De Mesa El Señor Dix De Maldon;MLA858014009;ARS;1060;5;10;203197985;SANTACLAUS JUGUETERIAS;26;Clásica;Jugueterias Santa Claus;Nuevo;12;No;680;Platinum;GBA;Si;No
El Switcher Juego De Mesa Maldon Ploppy 581104;MLA604474032;ARS;3550;5;10;69877047;JUGUETERIA_PLOPPY;9;Clásica; ;Nuevo;12;No;2251;Platinum;Capital Federal;Si;No
Juego De Mesa Panic Lab Maldon 2801;MLA900066281;ARS;3645;5;110;128411524;KINDERLAND OFICIAL;19;Clásica;Kinderland;Nuevo;12;No;487;Platinum;GBA;No;No
El Melómano + El Cinéfilo - Combo Maldón 4 Juego Música Cine;MLA735798173;ARS;9465;25;240;178146766;ADVENTURAMA;4;Clásica; ;Nuevo;12;Si;1371;Platinum;GBA;Si;No
Juego De Mesa Atenea Maldón Flex Fionatoys;MLA926841355;ARS;3999;5;60;351006666;FIONATOYS;3;Clásica; ;Nuevo;12;No;287;Líder;GBA;Si;Si
El Señor Dix Juego De Mesa;MLA869140425;ARS;1090;5;0;186824660;GIRODIDÁCTICOADROGUE-LOMAS;1;Clásica; ;Nuevo;12;No;625;Líder;GBA;No;No
Derby Maldon Juego De Mesa Scarlet Kids;MLA1115708342;ARS;4000;4;130;77770951;SCARLET KIDS;1;Clásica; ;Nuevo;12;Si;116;Platinum;Capital Federal;Si;No
El Switcher Maldón Juego Nacional Estrategia Ingenio Figuras;MLA684555476;ARS;3550;5;30;178146766;ADVENTURAMA;3;Clásica; ;Nuevo;12;No;1656;Platinum;GBA;Si;No
Juego De Mesa El Tiburón Maldón;MLA919151909;ARS;2640;5;180;187104263;GIRODIDACTICO.CABALLITOPALERMO;5;Premium; ;Nuevo;6;No;337;Platinum;Capital Federal;Si;Si
Juego De Mesa El Ilustrado;MLA833932126;ARS;5359;25;230;150677405;GYD BILLARD;3;Clásica; ;Nuevo;12;Si;816;Líder;Capital Federal;Si;No
El Ilustrado Juego De Mesa Sobre Cultura General Maldon;MLA897585076;ARS;5221;5;130;213735207;RODABONITO.COM.AR;7;Clásica; ;Nuevo;12;Si;505;Platinum;Capital Federal;Si;No
Shiki Juego De Mesa Cartas Dados Destreza Maldon Edu;MLA907724710;ARS;1120;5;20;170287361;EDUCANDOJUGUETERIA;18;Clásica;Educando;Nuevo;12;No;421;Platinum;Capital Federal;Si;No
Juego De Mesa El Melomano Maldon Casa Valente;MLA859611268;ARS;4769;25;290;171098887;CASA VALENTE;1;Clásica; ;Nuevo;12;Si;673;Platinum;Capital Federal;Si;No
El Cinefilo - Juego De Mesa       Magic4ever;MLA714212572;ARS;4730;5;10;923694;.MAGIC4EVER;4;Clásica; ;Nuevo;12;Si;1477;Platinum;Capital Federal;Si;No
Illusion Juego De Mesa Maldon Scarlet Kids;MLA813254119;ARS;4000;5;40;77770951;SCARLET KIDS;2;Clásica; ;Nuevo;12;Si;943;Platinum;Capital Federal;Si;No
Pescadores Maldon Juego De Mesa De Velocidad Y Observación;MLA922199525;ARS;3016;5;100;162289595;BICHOCANASTOLIBRERIA;2;Clásica; ;Nuevo;12;No;317;Platinum;Capital Federal;Si;No
Juego De Mesa Dados Familiar Va Y Viene El Maldon 4001m;MLA931605253;ARS;3399;2;20;164600480;CITYKIDS OFICIAL;11;Clásica;Citykids;Nuevo;12;No;251;Platinum;Capital Federal;Si;No
Juego De Mesa Lucky Numbers Maldon 9027;MLA1119304168;ARS;3599;0;0;164600480;CITYKIDS OFICIAL;8;Clásica;Citykids;Nuevo;12;No;83;Platinum;Capital Federal;Si;No
Juego De Mesa El Futbolero Maldon Microcentro Lelab;MLA615442043;ARS;4799;50;110;45691061;STORELELABSKYLIGHT;1;Clásica; ;Nuevo;12;Si;2192;Platinum;Capital Federal;Si;No
El Ilustrado Juego De Mesa Cultura General Maldon Edu;MLA899589673;ARS;5360;5;90;170287361;EDUCANDOJUGUETERIA;8;Clásica;Educando;Nuevo;12;Si;491;Platinum;Capital Federal;Si;No
Juego De Mesa Para Chicos La Macarena Maldon Lelab;MLA629106721;ARS;3179;25;60;45691061;STORELELABSKYLIGHT;1;Clásica; ;Nuevo;12;No;2079;Platinum;Capital Federal;Si;No
Juego De Mesa Robots Maldon Original Lelab Microcentro;MLA914260312;ARS;3179;5;80;45691061;STORELELABSKYLIGHT;1;Clásica; ;Nuevo;12;No;371;Platinum;Capital Federal;Si;No
Switcher Juego De Mesa Y Estrategia De Maldón;MLA885962493;ARS;3550;5;160;187104263;GIRODIDACTICO.CABALLITOPALERMO;9;Premium; ;Nuevo;6;No;524;Platinum;Capital Federal;Si;Si
Juego De Mesa Pescadores Maldón Muy Lejano;MLA914724929;ARS;3330;2;10;184489663;MUYLEJANO;4;Clásica; ;Nuevo;12;No;366;Líder;Capital Federal;Si;No
Juego De Mesa El Macanudo Original Maldon;MLA1109365092;ARS;4895;2;50;275173074;BICHO OFF;4;Premium; ;Nuevo;6;Si;166;Platinum;Capital Federal;Si;No
Juego De Mesa Pescadores De Maldon Magic4ever;MLA915065662;ARS;3330;5;90;923694;.MAGIC4EVER;4;Clásica; ;Nuevo;12;No;364;Platinum;Capital Federal;Si;No
Erudito De Maldon Apostá A Tu Conocimiento E Ingenio;MLA785913701;ARS;5293;50;320;213735207;RODABONITO.COM.AR;3;Clásica; ;Nuevo;12;Si;1061;Platinum;Capital Federal;Si;No
Juego De Mesa Lucky Numbers Maldon;MLA1113249699;ARS;3095;2;40;128411524;KINDERLAND OFICIAL;8;Clásica;Kinderland;Nuevo;12;No;137;Platinum;GBA;No;No
Panic Lab- Juego De Mesa En Español - Maldón;MLA854954486;ARS;3550;5;60;362437939;LOSJUEGOSDEULTHAR;1;Clásica; ;Nuevo;12;No;694;Líder;Capital Federal;Si;No
Illusion Maldón Juego Ilusión Naipes Cartas ;MLA839988387;ARS;3990;5;40;92063843;DELFIN JUGUETES;2;Clásica; ;Nuevo;12;No;777;Gold;Capital Federal;Si;No
Juego De Mesa Robots Maldón Cartas Estrategia;MLA927953563;ARS;3330;3;30;75301914;BUKIT0;2;Clásica; ;Nuevo;12;No;279;Platinum;Capital Federal;Si;No
Lucky Numbers Juego De Mesa De Estrategia Maldon;MLA1109207740;ARS;3550;5;100;923694;.MAGIC4EVER;8;Clásica; ;Nuevo;12;No;167;Platinum;Capital Federal;Si;No
Juego De Mesa El Ilustrado Original Maldon Mundo Manias;MLA844558946;ARS;5360;25;290;148114094;MUNDO MANIAS;11;Clásica; ;Nuevo;12;Si;749;Platinum;Capital Federal;Si;No
Juego De Cartas Infantil Valdes Interactivo Educativo Maldon;MLA1120484194;ARS;1060;5;80;137081041;ELMUNDODELJUG;8;Clásica;El Mundo del Juguete;Nuevo;12;No;72;Platinum;Capital Federal;Si;No
El Futbolero Juego De Mesa Y Cartas;MLA639396292;ARS;5829;3;0;171688800;COLLAGEKIDSAR;5;Clásica; ;Nuevo;12;Si;1995;Platinum;Interior;Si;No
El Ilustrado Juego De Mesa Maldon Original Lloretoys;MLA858896886;ARS;5900;2;10;92209428;JUGUETES LLORET;1;Clásica; ;Nuevo;12;Si;677;Platinum;GBA;No;No
Juego De Mesa El Ilustrado De Maldón;MLA904866095;ARS;5360;5;150;75058432;INFANCENTER;1;Clásica; ;Nuevo;12;Si;442;Platinum;GBA;Si;Si
Juego El Futbolero;MLA879977129;ARS;4202;5;30;436840969;LA FAVJUGUETES;1;Clásica; ;Nuevo;12;Si;562;Platinum;Capital Federal;Si;No
El Memorioso Juego De Mesa ;MLA823123061;ARS;7921;3;20;171688800;COLLAGEKIDSAR;4;Premium; ;Nuevo;3;Si;887;Platinum;Interior;Si;No
El Erudito Juego De Mesa Maldón;MLA926929983;ARS;5360;1;10;187104263;GIRODIDACTICO.CABALLITOPALERMO;5;Premium; ;Nuevo;6;Si;286;Platinum;Capital Federal;Si;Si
Juego De Mesa El Ilustrado Maldon Nuevo Magic4ever;MLA803845065;ARS;5360;5;50;923694;.MAGIC4EVER;8;Clásica; ;Nuevo;12;Si;985;Platinum;Capital Federal;Si;No
Robots Juego De Cartas Estrategia Y Engaño En Batalla Maldon;MLA917649515;ARS;2981;4;30;213735207;RODABONITO.COM.AR;5;Clásica; ;Nuevo;12;No;348;Platinum;Capital Federal;Si;No
El Pasajero + El Señor Dix + Shiki Combo Juego Cartas Maldón;MLA919481100;ARS;3180;4;30;178146766;ADVENTURAMA;11;Clásica; ;Nuevo;12;No;335;Platinum;GBA;Si;No
Atenea Juegos De Mesa Cultura General Maldón En Toysmarket;MLA906503184;ARS;4499;5;90;55986122;TOYSMARKET.COM.AR;6;Clásica; ;Nuevo;12;Si;431;Platinum;Capital Federal;Si;No
Va Y Viene Cada Uno Da Lo Que Recibe Juego Maldon;MLA930939955;ARS;3339;1;10;84024230;QUEEN-REGALOS;1;Clásica; ;Nuevo;12;No;254;Platinum;Capital Federal;Si;No
Juego De Mesa El Erudito Maldon Educando;MLA899528808;ARS;5360;3;30;170287361;EDUCANDOJUGUETERIA;5;Clásica;Educando;Nuevo;12;Si;491;Platinum;Capital Federal;Si;No
Juego De Cartas Y Dados Shiki - Maldon;MLA904973467;ARS;1060;25;70;75058432;INFANCENTER;1;Clásica; ;Nuevo;12;No;441;Platinum;GBA;Si;Si
El Melomano Juego De Mesa Maldon Ploppy 581101;MLA768818287;ARS;4730;5;20;69877047;JUGUETERIA_PLOPPY;3;Clásica; ;Nuevo;12;Si;1162;Platinum;Capital Federal;Si;No
Lucky Numbers Juego De Mesa De Estrategia Maldon Numeros ;MLA1116103737;ARS;4330;1;30;26447966;LOADINGHOBBIES;1;Premium; ;Nuevo;6;Si;112;Gold;Capital Federal;Si;No
Juego De Mesa Cooperativo Party Game Just One;MLA1116744717;ARS;6330;5;650;150677405;GYD BILLARD;3;Clásica; ;Nuevo;12;Si;106;Líder;Capital Federal;Si;No
Sushi Go + Panic Lab Combo Juegos Mesa Lata Devir Maldón;MLA857550198;ARS;7020;5;90;178146766;ADVENTURAMA;4;Clásica; ;Nuevo;12;Si;683;Platinum;GBA;Si;No
Shiki Maldon Ploppy 581117;MLA921047039;ARS;1060;5;10;69877047;JUGUETERIA_PLOPPY;8;Clásica; ;Nuevo;12;No;324;Platinum;Capital Federal;Si;No
Juego De Mesa El Tiburón Maldón Flex Fionatoys;MLA913859544;ARS;2590;3;20;351006666;FIONATOYS;3;Clásica; ;Nuevo;12;No;374;Líder;GBA;Si;Si
Robots Juego De Mesa De Maldón En Toysmarket;MLA906528664;ARS;2880;5;30;55986122;TOYSMARKET.COM.AR;2;Clásica; ;Nuevo;12;No;430;Platinum;Capital Federal;Si;No
Combo Juegos De Mesa Robots + Macarena - Maldon ;MLA1112997252;ARS;6327;1;40;923694;.MAGIC4EVER;1998;Clásica; ;Nuevo;12;Si;139;Platinum;Capital Federal;Si;No
Juego De Mesa El Benjamín Maldón;MLA930088476;ARS;2299;3;20;147924600;LIBRERIAURSULA;997;Clásica; ;Nuevo;12;No;261;Platinum;Capital Federal;No;No
El Camarero Juego De Mesa Maldon Ploppy 581111;MLA916861940;ARS;3330;5;50;69877047;JUGUETERIA_PLOPPY;10;Clásica; ;Nuevo;12;No;353;Platinum;Capital Federal;Si;No
Juego De Mesa El Señor Dix Un Juego Para Pensar Maldon 9006m;MLA935825369;ARS;1100;5;30;164600480;CITYKIDS OFICIAL;7;Clásica;Citykids;Nuevo;12;No;224;Platinum;Capital Federal;Si;No
Juego De Mesa El Cinéfilo Maldon Microcentro 45093 Lelab;MLA614882092;ARS;4799;150;380;45691061;STORELELABSKYLIGHT;1;Clásica; ;Nuevo;12;Si;2196;Platinum;Capital Federal;Si;No
Juego De Mesa El Tiburon Original Maldón Para Los Mas Chicos;MLA902995485;ARS;2640;5;70;148114094;MUNDO MANIAS;1;Clásica; ;Nuevo;12;No;458;Platinum;Capital Federal;Si;No
El Ilustrado + El Melomano Juego De Mesa Maldon Scarlet Kids;MLA817404499;ARS;10249;5;60;77770951;SCARLET KIDS;2;Clásica; ;Nuevo;12;Si;919;Platinum;Capital Federal;Si;No
Juego De Cartas El Pasajero Original Maldon Mundo Manias;MLA844969936;ARS;1060;5;10;148114094;MUNDO MANIAS;19;Clásica; ;Nuevo;12;No;746;Platinum;Capital Federal;Si;No
Juego De Mesa El Switcher Ingenio Y Estrategia Maldon Devoto;MLA639222192;ARS;3380;3;0;136608931;DGLGAMES-COMICS;2;Clásica; ;Nuevo;12;No;1996;Platinum;Capital Federal;Si;No
El Camarero Juego De Mesa Original Maldon;MLA738117609;ARS;3449;50;240;141258544;APIOVERDE OFICIAL;4;Clásica;Apioverde;Nuevo;12;No;1358;Platinum;Capital Federal;Si;No
Juego De Mesa Ilusion Desafio Visual Maldon 9012m;MLA935824397;ARS;3399;1;10;164600480;CITYKIDS OFICIAL;8;Clásica;Citykids;Nuevo;12;No;224;Platinum;Capital Federal;Si;No
El Tiburón - Juego De Mesa Maldon;MLA905015616;ARS;2640;3;10;362437939;LOSJUEGOSDEULTHAR;1;Clásica; ;Nuevo;12;No;441;Líder;Capital Federal;Si;No
Juego De Mesa Robots De Maldón Playking;MLA900594526;ARS;3330;5;30;234885878;PLAYKING2020;2;Clásica; ;Nuevo;12;No;482;Platinum;GBA;Si;No
Juego De Mesa El Switcher De Maldon Playking;MLA807628727;ARS;3550;4;10;234885878;PLAYKING2020;2;Premium; ;Nuevo;3;No;970;Platinum;GBA;Si;No
Juego De Cartas Illusion Original Maldon Mundo Manias;MLA844597774;ARS;3330;5;60;148114094;MUNDO MANIAS;4;Clásica; ;Nuevo;12;No;749;Platinum;Capital Federal;Si;No
Juego De Mesa La Macarena De Maldon Lloretoys;MLA868713975;ARS;3330;4;20;92209428;JUGUETES LLORET;1;Clásica; ;Nuevo;12;No;628;Platinum;GBA;No;No
Panic Lab En Lata Maldon Ploppy 581118;MLA921045362;ARS;3550;5;270;69877047;JUGUETERIA_PLOPPY;13;Clásica; ;Nuevo;12;No;324;Platinum;Capital Federal;Si;No
El Pasajero ;MLA639397899;ARS;1059;5;0;171688800;COLLAGEKIDSAR;2;Clásica; ;Nuevo;12;No;1995;Platinum;Interior;Si;No
El Memorioso Juego De Mesa Original De Maldon;MLA843254355;ARS;4674;5;100;213735207;RODABONITO.COM.AR;4;Clásica; ;Nuevo;12;Si;756;Platinum;Capital Federal;Si;No
Juego De Mesa Va Y Viene - Maldón;MLA1101316791;ARS;3330;2;30;75058432;INFANCENTER;1;Clásica; ;Nuevo;12;No;215;Platinum;GBA;Si;Si
Juego De Mesa El Cinéfilo Maldón Flex Fionatoys;MLA912747962;ARS;3999;5;70;351006666;FIONATOYS;5;Clásica; ;Nuevo;12;No;382;Líder;GBA;Si;Si
El Camarero + Pescadores Combo Juegos De Mesa Maldón;MLA919480414;ARS;6660;5;210;178146766;ADVENTURAMA;5;Clásica; ;Nuevo;12;Si;335;Platinum;GBA;Si;No
Kontour Juego De Mesa Familiar De Dibujo Party Game Maldón;MLA1105145412;ARS;3550;1;10;178146766;ADVENTURAMA;7;Clásica; ;Nuevo;12;No;194;Platinum;GBA;Si;No
Shiki Juego Mesa Maldón Infantil Cartas Dados Estaciones Año;MLA899950375;ARS;1060;25;70;178146766;ADVENTURAMA;13;Clásica; ;Nuevo;12;No;488;Platinum;GBA;Si;No
Panic Lab Juego Mesa Rapidez Visual Familia Amigos Maldón;MLA856480963;ARS;3550;5;70;178146766;ADVENTURAMA;10;Clásica; ;Nuevo;12;No;687;Platinum;GBA;Si;No
Juego De Mesa Va Y Viene Maldon;MLA1100187858;ARS;3330;2;30;131597510;KIDS POINT;1;Clásica; ;Nuevo;12;No;222;Platinum;Capital Federal;Si;No
El Benjamin Juego De Mesa Maldon Original Lloretoys;MLA858875118;ARS;2640;1;0;92209428;JUGUETES LLORET;1;Clásica; ;Nuevo;12;No;677;Platinum;GBA;No;No
